sweep_date,id,firm,conversion_estimate,email,email_type,contact_person,verification_status,source_url_count,fetched_ok_count,fetch_blocked_or_error_count,email_found_in_fetched_source,firm_or_domain_confirmed,flags,fetch_errors
2026-07-01,L-0154,Artemis Tree Services,Medium,office@artemistreeservices.com,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0155,Acme Bus Co. Ltd,High,enquiries@acme-bus.com,domain,not_found,partial,2,2,0,yes,yes,ok,
2026-07-01,L-0156,Don's Coaches Dunmow Ltd,High,info@donscoaches.co.uk,domain,not_found,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0157,Flagfinders CTB Ltd,Medium,enquiries@flagfinders.com,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0158,VITA Occupational Health Ltd,High,operations@vitaoh.co.uk,domain,Heather Colthart,verified,1,1,0,yes,yes,ok,
2026-07-01,L-0159,Price & Buckland,High,sales@price-buckland.co.uk,domain,not_found,verified,3,1,2,no,yes,email_not_found_in_fetched_sources,price-buckland.co.uk:HTTPError;price-buckland.co.uk:HTTPError
2026-07-01,L-0160,Workwear (East Anglia) Ltd,High,sales@workwearltd.com,domain,David Tennens,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0161,Glendale (UK),High,enquiries@glendaleuk.com,domain,not_found,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0162,Setter Play,High,info@setterplay.co.uk,domain,not_found,partial,3,3,0,no,yes,email_not_found_in_fetched_sources,
2026-07-01,L-0163,Sportsafe UK Ltd,High,sales@sportsafeuk.com,domain,Joe Bennet,partial,4,2,2,no,yes,email_not_found_in_fetched_sources,sportsafeuk.com:HTTPError;sportsafeuk.com:HTTPError
2026-07-01,L-0164,Blackwell Associates Limited,Medium,enquiries@blackwellassociates.co.uk,domain,Dr Alan Black,verified,1,1,0,yes,yes,ok,
2026-07-01,L-0165,OHWorks,Medium,info@ohworks.co.uk,domain,not_found,verified,1,1,0,yes,yes,ok,
2026-07-01,L-0166,P & W Water Hygiene Ltd,High,louiswyborn@pwwaterhygieneltd.co.uk,person,Louis Wyborn,verified,2,1,1,yes,yes,ok,uk.linkedin.com:HTTPError
2026-07-01,L-0167,Aquatrust Water & Ventilation Ltd,High,enquiries@aquatrust.co.uk,domain,not_found,verified,4,4,0,yes,yes,ok,
2026-07-01,L-0168,Midland Fire Security Services Ltd,High,info@midlandfire.com,domain,not_found,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0169,Alliance Asbestos Services Ltd,High,enquiries@alliance-asbestos-services.co.uk,domain,Darren Pritchard,partial,3,2,1,yes,yes,named_contact_not_seen_in_fetched_sources,uk.linkedin.com:HTTPError
2026-07-01,L-0170,AIB Solutions Ltd,High,info@aibsolutions.co.uk,domain,Dave Broadhurst,partial,3,3,0,yes,yes,ok,
2026-07-01,L-0171,Wyllie Maintenance Services,High,info@wylliems.co.uk,domain,not_found,verified,1,1,0,yes,yes,ok,
2026-07-01,L-0172,Arrival Lifts Ltd,High,enquiries@arrivallifts.com,domain,Paul Johnston / Joe Johnston,partial,4,4,0,yes,yes,ok,
2026-07-01,L-0173,Secure Access Solutions Ltd,High,info@secureaccesssolutions.co.uk,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0174,Drainstore Service & Install,High,servicing@drainstore.com,domain,not_found,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0175,NRC WWS Ltd,High,info@nrcwws.co.uk,domain,not_found,verified,2,2,0,no,yes,email_not_found_in_fetched_sources,
2026-07-01,L-0176,Kings Fire Ltd,Medium,info@kingsfire.co.uk,domain,not_found,verified,4,4,0,yes,yes,ok,
2026-07-01,L-0177,Allium Environmental Ltd,Medium,enquiries@allium.uk.net,domain,not_found,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0178,Newgate (Newark) Ltd,Medium,sales@newgate.uk.com,domain,not_found,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0179,Dantek Environmental Services (UK) Ltd,High,holly@dantek.co.uk,person,Holly,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0180,Reef Water Solutions Ltd,High,stevet@reefwater.co.uk,domain,not_found,partial,2,2,0,yes,yes,ok,
2026-07-01,L-0181,Justice Fire & Security,High,info@justicesecurity.co.uk,domain,Dave Sanders,partial,3,3,0,yes,yes,ok,
2026-07-01,L-0182,ARTICO Enabling Services Ltd,High,info@articoenv.com,domain,Christian Jones,partial,3,3,0,no,yes,email_not_found_in_fetched_sources,
2026-07-01,L-0183,Guideline Lift Services Ltd / KLEEMANN UK,High,uk@kleemannlifts.com,domain,not_found,partial,4,2,2,no,yes,email_not_found_in_fetched_sources,www.guideline.co.uk:URLError;www.guideline.co.uk:URLError
2026-07-01,L-0184,AutoGate Services & Installation Ltd,High,info@autogateservices.co.uk,domain,not_found,verified,4,4,0,yes,yes,ok,
2026-07-01,L-0185,Harling Security Solutions Ltd,High,sales@harlingsecurity.com,domain,not_found,verified,4,3,1,yes,yes,ok,www.theadia.co.uk:URLError
2026-07-01,L-0186,Scope Fire & Security Ltd,Medium,service@scopefireandsecurity.co.uk,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0187,Acorn Analytical Services,Medium,info@acorn-as.com,domain,Paul Knights,verified,4,4,0,yes,yes,ok,
2026-07-01,L-0188,Country Gates and Barriers Ltd,Medium,sales@countrygates.co.uk,domain,not_found,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0189,Logical Drainage Solutions Ltd,Medium,info@logicaldrainagesolutions.co.uk,domain,not_found,verified,4,4,0,yes,yes,ok,
2026-07-01,L-0190,Drainage Consultants Ltd,Medium,sales@drainageconsultantsltd.co.uk,domain,not_found,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0191,Carbon3 Ltd,High,info@carbon3.co.uk,domain,not_found,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0192,Spartek ECS Ltd,High,info@spartek.co.uk,domain,not_found,verified,1,1,0,yes,yes,ok,
2026-07-01,L-0193,DPL Group Ltd,High,info@dpl-group.co.uk,domain,not_found,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0194,Joju Solar,High,info@jojusolar.co.uk,domain,not_found,verified,4,4,0,yes,yes,ok,
2026-07-01,L-0195,Advantage Catering Equipment Repair,High,service@advantage-catering-equipment.co.uk,domain,not_found,verified,2,2,0,no,yes,email_not_found_in_fetched_sources,
2026-07-01,L-0196,KDE Catering Equipment,High,sales@kdecateringequipment.com,domain,not_found,verified,1,1,0,yes,yes,ok,
2026-07-01,L-0197,Premier Technical Services,High,info@premiertechnical.co.uk,domain,not_found,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0198,BBCS Ltd,High,service@bbcs-ltd.co.uk,domain,not_found,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0199,E&D Ventilation Cleaning,High,info@edventilation.co.uk,domain,not_found,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0200,Riley's Grounds Maintenance Ltd,High,info@rileysgm.co.uk,domain,Lee Chase,verified,1,1,0,yes,yes,ok,
2026-07-01,L-0201,Landscape Avenue Ltd,High,hello@landscapeavenue.co.uk,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0202,WGS Waste Management Ltd,High,help@wgswaste.co.uk,domain,Louise Large,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0203,Ecolution Group Ltd,High,enquiries@ecolutiongroup.com,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0204,Paynes Heating & Plumbing Services Ltd,Medium,sales@paynes-heating.co.uk,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0205,BF Engineering Services Ltd / BFES,Medium,office@bfes.co.uk,domain,not_found,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0206,Extract Compliance Ltd,Medium,info@extractcompliance.com,domain,not_found,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0207,AAC Roadmarkings Ltd,Medium,enquiries@aac-roadmarkings.co.uk,domain,Daniel Ford,verified,1,1,0,yes,yes,named_contact_not_seen_in_fetched_sources,
2026-07-01,L-0208,Sanaway Ltd,Medium,info@sanaway.co.uk,domain,Graham Key,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0209,Cross Cut Shredding Ltd,Medium,info@crosscutshredding.co.uk,domain,not_found,verified,1,1,0,yes,yes,ok,
2026-07-01,L-0210,Clearcut Confidential Waste,Medium,office@clearcutconfidentialwaste.co.uk,domain,not_found,verified,1,0,1,no,yes,all_sources_unfetched,clearcutconfidentialwaste.co.uk:HTTPError
2026-07-01,L-0211,The Bid Team,High,Daniel.Atkins@thebidteam.com,person,Daniel Atkins,verified,1,1,0,yes,yes,ok,
2026-07-01,L-0212,Bid Perfect,High,enquiries@bidperfect.com,domain,not_found,verified,1,1,0,yes,yes,ok,
2026-07-01,L-0213,Bidwriting.com,Medium,info@bidwriting.com,domain,not_found,verified,1,1,0,yes,yes,ok,
2026-07-01,L-0214,Dals (formerly DA Languages),Medium,enquiries@dals.co.uk,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0215,Language Empire,Medium,bookings@empire-groupuk.com,domain,not_found,verified,1,1,0,yes,yes,ok,
2026-07-01,L-0216,Cintra Language Services Group,Medium,cintra@cintra.org.uk,domain,not_found,verified,1,0,1,no,yes,all_sources_unfetched,www.cintra.org.uk:URLError
2026-07-01,L-0217,AWA Tree Consultants,Medium,info@awatrees.com,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0218,Mastered,Medium,hello@mastered.com,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0219,Warmer Energy Solutions,High,info@warmerenergysolutions.co.uk,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0220,Happy Energy Solutions Ltd,High,info@happyenergy.co.uk,domain,Adrian Wright,verified,3,3,0,no,yes,email_not_found_in_fetched_sources,
2026-07-01,L-0221,CDS Electrical / Corin Dudley Electrical Services Ltd,High,info@cdselectrical.co.uk,domain,Corin Dudley,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0222,Finn Geotherm UK Ltd,High,enquiries@finn-geotherm.co.uk,domain,Guy Ransom,verified,3,3,0,yes,yes,named_contact_not_seen_in_fetched_sources,
2026-07-01,L-0223,Mainlink Maintenance Ltd,High,contact@mainlinkmaintenance.co.uk,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0224,Oxford Carpentry & Fire Door Solutions,High,office@oxfordfiredoorsolutions.co.uk,domain,Lewis Thompson,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0225,FireAct Ltd / Shire Group,High,sales@shiregroupltd.co.uk,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0226,OJ Fire Protection / OJ Building Services,High,enquiries@ojbs.co.uk,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0227,SN Carpentry & Firedoors,High,info@sncarpentry.com,domain,not_found,verified,4,4,0,yes,yes,ok,
2026-07-01,L-0228,Blue Chip PFP Ltd,High,info@bluechippfp.co.uk,domain,not_found,verified,4,4,0,yes,yes,ok,
2026-07-01,L-0229,Bactech Food Service Engineers,High,info@bactech.co.uk,domain,not_found,verified,2,1,1,yes,yes,ok,www.bactech.co.uk:HTTPError
2026-07-01,L-0230,Midlands Catering Equipment,High,sales@midlandscateringequipment.co.uk,domain,not_found,verified,4,4,0,yes,yes,ok,
2026-07-01,L-0231,NWCE Foodservice Equipment,High,nicola.kirkby@nwce.co.uk,person,Nicola Kirkby,verified,3,1,2,no,yes,email_not_found_in_fetched_sources;named_contact_not_seen_in_fetched_sources,www.schoolfoodpeople.co.uk:URLError;uk.linkedin.com:HTTPError
2026-07-01,L-0232,Denby Catering Equipment,High,info@denbycatering.co.uk,domain,Richard Denby,verified,4,1,3,no,yes,email_not_found_in_fetched_sources,www.schoolfoodpeople.co.uk:URLError;www.ypo.co.uk:HTTPError;www.derbyshire.gov.uk:HTTPError
2026-07-01,L-0233,Cater Clean 24 Seven / 24 Seven Group,High,info@24sevengroup.co.uk,domain,Nick Pearman,verified,3,0,3,no,yes,all_sources_unfetched,www.24sevengroup.co.uk:HTTPError;www.24sevengroup.co.uk:HTTPError;www.linkedin.com:HTTPError
2026-07-01,L-0234,Nu Electrics Ltd,Medium,info@nuelectrics.com,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0235,Ineco Energy,Medium,info@inecoenergy.com,domain,not_found,verified,2,2,0,no,yes,email_not_found_in_fetched_sources,
2026-07-01,L-0236,Infinity Energy Services Ltd,Medium,info@infinity-energy.co.uk,domain,Daniel Hanslip,verified,3,2,1,no,yes,email_not_found_in_fetched_sources,uk.trustpilot.com:HTTPError
2026-07-01,L-0237,NHE Carpentry,Medium,enquiries@NHEltd.co.uk,domain,not_found,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0238,Award Refrigeration & Air Conditioning Ltd,Medium,service@awardfm.co.uk,domain,not_found,verified,3,1,2,no,yes,email_not_found_in_fetched_sources,awardfm.com:HTTPError;ceda.co.uk:HTTPError
2026-07-01,L-0239,Northern Catering Equipment,Medium,info@northerncatering.co.uk,domain,not_found,verified,4,3,1,yes,yes,ok,www.northerncatering.co.uk:HTTPError
2026-07-01,L-0240,Ark Fire Protection Ltd,High,services@ark-fp.co.uk,domain,not_found,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0241,Midsummer Fire Protection Ltd,High,info@midsummerfirepro.co.uk,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0242,RiskFire Ltd,High,enquiries@riskfire.co.uk,domain,not_found,verified,4,4,0,yes,yes,ok,
2026-07-01,L-0243,Murus Fire Protection Ltd,Medium,info@murusfire.co.uk,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0244,CA Fire Protection Ltd,High,lewis.murphy@cafireprotection.co.uk,named,Lewis Murphy,verified,4,4,0,yes,yes,ok,
2026-07-01,L-0245,Orestone Fire Protection Ltd,High,sales@orestonefp.co.uk,domain,not_found,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0246,Element Passive Fire Protection,High,enquiries@element-pfp.co.uk,domain,not_found,verified,4,4,0,yes,yes,ok,
2026-07-01,L-0247,Fulwood Roofing Services,High,enquiries@fulwoodroofing.co.uk,domain,not_found,verified,2,2,0,no,yes,email_not_found_in_fetched_sources,
2026-07-01,L-0248,Premier Roofing & Construction / PRC Ltd,High,contact@prclimited.co.uk,domain,not_found,verified,5,5,0,yes,yes,ok,
2026-07-01,L-0249,Enviroply Roofing Ltd,High,enquiries@enviroplyroofing.co.uk,domain,not_found,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0250,AAC Flat Roofing / AAC Waterproofing,High,info@aacflatroofing.co.uk,domain,not_found,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0251,Phoenix Roofclad Ltd,High,enquiries@phoenixroofclad.com,domain,Peter North,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0252,Maguire Brothers,High,milos@maguirebrothers.co.uk,named,Milos Maguire,verified,3,2,1,no,yes,email_not_found_in_fetched_sources,www.maguirebrothers.co.uk:HTTPError
2026-07-01,L-0253,Acclaim Contracts Ltd,Medium,info@acclaimcontracts.co.uk,domain,not_found,verified,5,4,1,yes,yes,ok,www.acclaimcontracts.co.uk:HTTPError
2026-07-01,L-0254,Envtec Services Ltd,High,info@envtecservices.co.uk,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0255,Shield Electrical Services Ltd,High,enquiries@shieldelectricalservices.co.uk,domain,not_found,verified,1,1,0,yes,yes,ok,
2026-07-01,L-0256,Airtech Air Conditioning Services Ltd,High,ac@airtech.co.uk,domain,Philip Musgrave,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0257,Smart Energy Projects Ltd / Smart Projects,High,info@smartenergyprojects.co.uk,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0258,Kendra Energy Solutions Ltd,Medium,info@kendraenergy.co.uk,domain,not_found,verified,4,4,0,yes,yes,ok,
2026-07-01,L-0259,Hayman Mechanical Services Ltd,High,enquires@haymanmechanical.co.uk,domain,not_found,verified,3,3,0,no,yes,email_not_found_in_fetched_sources,
2026-07-01,L-0260,System Hygienics,Medium,info@systemhygienics.co.uk,domain,not_found,verified with ownership caveat,3,3,0,yes,yes,ok,
2026-07-01,L-0261,Panache Fire Services,High,sales@panachefire.co.uk,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0262,Cerberus Fire,High,info@cerberusfire.co.uk,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0263,Advanced Southwest,High,info@advancedsouthwest.co.uk,domain,not_found,verified,1,1,0,yes,yes,ok,
2026-07-01,L-0264,Assured Fire Door Systems,High,sales@assuredfds.com,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0265,FD Fire Door,High,info@fdfiredoor.co.uk,domain,not_found,verified,2,1,1,no,yes,email_not_found_in_fetched_sources,www.fdfiredoor.co.uk:HTTPError
2026-07-01,L-0266,Legionella & Fire Safe Services,High,info@legionellaandfiresafe.co.uk,domain,not_found,verified,1,1,0,yes,yes,ok,
2026-07-01,L-0267,LFS Fire,Medium,karl@lfsfire.co.uk,named,Karl,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0268,ATOL Construction,Medium,hello@atolconstruction.co.uk,domain,not_found,verified,1,1,0,yes,yes,ok,
2026-07-01,L-0269,Premier Roofing Systems Ltd,High,ryan@premierroofingsystems.com,named,Ryan Monaghan,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0270,Mariner Projects Ltd,High,tom@marinerprojects.co.uk,named,Tom Mariner,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0271,Lane Roofing Contractors Ltd,High,info@laneroofing.co.uk,domain,Gary Lane,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0272,The Complete Roofing Company Ltd,High,info@thecompleteroofingcompany.co.uk,domain,Tim Coleman,verified,3,3,0,no,yes,email_not_found_in_fetched_sources,
2026-07-01,L-0273,Industrial Roofing Services (NE) Ltd,High,info@industrialroofingservices.co.uk,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0274,Russell Trew Ltd,High,info@russelltrew.co.uk,domain,Michael Jacobs,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0275,J Randall Roofing Contractors Ltd,High,info@jrandallrc.co.uk,domain,Joby Randall,verified,3,2,1,yes,yes,ok,www.construction.co.uk:HTTPError
2026-07-01,L-0276,Skyguard Flat Roofing Ltd,Medium,info@skyguardflatroofing.co.uk,domain,Chris Bennett,verified,2,2,0,yes,yes,named_contact_not_seen_in_fetched_sources,
2026-07-01,L-0277,Safeflow Ventilation,High,info@safeflowventilation.co.uk,domain,not_found,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0278,PRN Hygiene Services,High,enquiry@prnhygiene.co.uk,domain,Paul Robert Ness,verified,3,3,0,yes,yes,named_contact_not_seen_in_fetched_sources,
2026-07-01,L-0279,Duct Hygiene Ltd,High,info@ducthygiene.com,domain,not_found,verified,2,2,0,yes,yes,ok,
2026-07-01,L-0280,Ventilation Surveys & Services Ltd,High,info@vssltd.co.uk,domain,George Friend,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0281,ecoDriver Ltd,High,info@ecodriver.co.uk,domain,not_found,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0282,CleanAir UK,High,info@cleanairuk.com,domain,Jo Green,verified,3,3,0,yes,yes,ok,
2026-07-01,L-0283,Tecomak Environmental Services,High,sales@tecomak.com,domain,Tristan Baker-Beall,verified,3,3,0,yes,yes,named_contact_not_seen_in_fetched_sources,
2026-07-01,L-0284,Maximum Climate Control Ltd,Medium,sales@maximumair.co.uk,domain,Dave Tilbury,verified,3,3,0,yes,yes,ok,
